dataset,seed,intervention_target,DLL_var0,DLL_var1,DLL_var2,DeltaJS,DeltaKin,DeltaStat,DeltaTE_XtoVar0,DeltaTE_XtoVar1,DeltaTE_XtoVar2,lag
DatasetC,6,2,,,,0.10711090846528605,0.4275050816884469,0.21590991685132227,0.08769045814647347,0.09572705772148771,0.0,10
DatasetC,6,2,,,,0.10633043246455308,0.4590574833480473,0.21499524046886861,0.08738761579701748,0.08239415743857226,0.0,50
DatasetC,7,0,102.66915615936502,1.3422674540234036,0.039134412262123386,0.08599897120057212,0.48364100047027797,0.49345737396149536,0.0,0.0904855369731874,0.09112868793184248,1
DatasetC,7,0,,,,0.06563439408436168,0.8056396465667907,0.49357258993534264,0.0,0.09291059491986253,0.09084010821771749,10
DatasetC,7,0,,,,0.0666958862612417,0.8400765340990032,0.4931500185853753,0.0,0.08710885689544234,0.09163327102172625,50
DatasetC,7,1,0.07934012162974366,68.47805987240466,0.015334402142221204,0.09515366659259053,0.35864099046827397,0.37929758545333747,0.08066637866398585,0.0,0.08321884433390059,1
DatasetC,7,1,,,,0.09542060145071182,0.6806396365467513,0.37987730050615515,0.0811176356882286,0.0,0.10350317356151839,10
DatasetC,7,1,,,,0.09712463056820547,0.7150765239978453,0.37938074205738115,0.09294693935147036,0.0,0.09280116835992835,50
DatasetC,7,2,0.928786582943987,0.019292502922995555,83.87691050780894,0.08518463511946747,0.1086409824717649,0.2157586081266874,0.08404980739155965,0.0917064459947694,0.0,1
DatasetC,7,2,,,,0.11208737694129725,0.43063962853478444,0.21606287994253706,0.07879247791723909,0.08135563374405841,0.0,10
DatasetC,7,2,,,,0.10745474563919431,0.46507651592097693,0.2159147049224448,0.0902935862527765,0.08954986088470163,0.0,50
DatasetC,8,0,113.12273520443571,0.7926177668807308,1.18605926955201,0.09102606833822172,0.46477597682978156,0.4928858536726563,0.0,0.07896614534594182,0.08447594547190551,1
DatasetC,8,0,,,,0.06364206398528285,0.813587808232821,0.49262239154756,0.0,0.11318378180236399,0.08534194459556943,10
DatasetC,8,0,,,,0.0687468374586872,0.835852765848442,0.49246160279790707,0.0,0.08623416309806098,0.0850407846478527,50
DatasetC,8,1,0.0863812889563868,67.61908136825289,0.13535439659344953,0.10022375899672964,0.3397759668277778,0.37853601899083666,0.08736677400692328,0.0,0.08446855712944856,1
DatasetC,8,1,,,,0.09004421942236265,0.6885877982127809,0.3780939411900638,0.08220154699084192,0.0,0.1012784201125414,10
DatasetC,8,1,,,,0.09998433298566156,0.7108527557474482,0.3777584734628685,0.09191836254800112,0.0,0.08530697222973904,50
DatasetC,8,2,0.14969511782823416,0.3206662633983634,79.96105360967674,0.08679591821851727,0.08977595882966227,0.21563204529968596,0.08423534607908367,0.08578035963237696,0.0,1
DatasetC,8,2,,,,0.10942238569294155,0.4385877901984575,0.21530990847478484,0.0898218442927341,0.08343781081336532,0.0,10
DatasetC,8,2,,,,0.10813331857072478,0.46085274766887485,0.21487832106880195,0.09467199319433472,0.09407295164424845,0.0,50
DatasetC,9,0,125.03123467228065,0.6314422514418745,0.0015980357096189164,0.08223728527883498,0.4800686412341316,0.4969007186454067,0.0,0.08900219553089261,0.07867903417686861,1
DatasetC,9,0,,,,0.06077902827718708,0.8003206319655111,0.49738263800940413,0.0,0.08798622250884591,0.08613405819065623,10
DatasetC,9,0,,,,0.061877229808037754,0.8291132284451235,0.4975575182028422,0.0,0.07899778405184676,0.0874962879542922,50
DatasetC,9,1,0.2671894951444086,62.44438630165782,0.16341219182598615,0.08860450415128096,0.35506863123213206,0.373703621526719,0.0862314216711404,0.0,0.09353566963044235,1
